   mean     std    e1    e2
   0.05    0.23  4.00 -0.50
   0.05    0.23  4.50 -0.50
   0.05    0.35  2.00 -4.50
   0.05    0.35  2.50 -4.50
   0.05    0.36  1.50 -3.50
   0.05    0.35  1.50 -3.00
   0.05    0.35  0.50 -1.00
   0.05    0.36  1.00 -2.50
   0.05    0.35  1.00 -2.00
   0.05    0.35  2.00 -3.50
   0.05    0.35  2.50 -5.00
   0.05    0.35  2.00 -4.00
   0.05    0.36  2.00 -5.00
   0.05    0.26  5.00 -0.50
   0.06    0.37  1.50 -4.00
   0.07    0.47  1.00 -3.00
   0.07    0.47  1.00 -3.50
   0.07    0.47  1.00 -4.00
   0.07    0.47  1.50 -4.50
   0.07    0.47  1.50 -5.00
   0.07    0.47  0.50 -1.50
   0.07    0.47  0.50 -2.00
   0.07    0.47  1.00 -4.50
   0.08    0.52  1.00 -5.00
   0.08    0.52  0.50 -2.50
   0.08    0.52  0.50 -3.00
   0.10    0.57  0.50 -3.50
   0.10    0.57  0.50 -4.00
   0.10    0.57  0.50 -4.50
   0.11    0.60  0.50 -5.00
   0.14    0.73  0.00 -1.50
   0.14    0.73  0.00 -0.50
   0.14    0.73  0.00 -5.00
   0.14    0.73  0.00 -4.50
   0.14    0.73  0.00 -4.00
   0.14    0.73  0.00 -3.50
   0.14    0.73  0.00 -3.00
   0.14    0.73  0.00 -2.50
   0.14    0.73  0.00 -2.00
   0.14    0.73  0.00 -1.00
   0.17    0.80 -0.50 -5.00
   0.18    0.84 -0.50 -4.50
   0.18    0.85 -0.50 -4.00
   0.19    0.86 -0.50 -3.50
   0.19    0.86 -0.50 -3.00
   0.20    0.89 -0.50 -2.50
   0.20    0.89 -1.00 -5.00
   0.21    0.90 -1.00 -4.50
   0.21    0.90 -0.50 -2.00
   0.21    0.90 -1.00 -4.00
   0.22    0.91 -1.00 -3.50
   0.23    0.94 -1.50 -5.00
   0.25    0.99 -1.50 -4.50
   0.25    0.99 -1.00 -3.00
   0.25    0.99 -0.50 -1.50
   0.29    1.06 -1.50 -4.00
   0.30    1.08 -1.50 -3.50
   0.30    1.08 -2.00 -4.50
   0.30    1.08 -2.00 -5.00
   0.30    1.08 -1.00 -2.50
   0.31    1.11 -2.00 -4.00
   0.31    1.11 -1.50 -3.00
   0.31    1.11 -0.50 -1.00
   0.31    1.11 -1.00 -2.00
   0.31    1.11 -2.50 -5.00
   0.36    1.20 -2.50 -4.50
   0.37    0.90  3.00  0.00
   0.37    0.90  4.50  0.00
   0.37    0.90  0.50  0.00
   0.37    0.90  2.00  0.00
   0.37    0.90  3.50  0.00
   0.37    0.90  2.50  0.00
   0.37    0.90  4.00  0.00
   0.37    0.90  5.00  0.00
   0.37    0.90  1.00  0.00
   0.37    0.90  1.50  0.00
   0.37    1.21 -2.00 -3.50
   0.40    1.26 -3.00 -5.00
   0.40    1.26 -1.50 -2.50
   0.41    1.27 -2.50 -4.00
   0.43    1.30 -1.00 -1.50
   0.43    1.30 -2.00 -3.00
   0.43    1.30 -3.00 -4.50
   0.44    1.31 -3.50 -5.00
   0.46    1.34 -2.50 -3.50
   0.49    1.37 -1.50 -2.00
   0.49    1.37 -3.00 -4.00
   0.52    1.40 -3.50 -4.50
   0.53    1.42 -2.00 -2.50
   0.53    1.42 -4.00 -5.00
   0.55    1.44 -2.50 -3.00
   0.56    1.45 -3.00 -3.50
   0.57    1.46 -3.50 -4.00
   0.58    1.48 -4.00 -4.50
   0.58    1.48 -4.50 -5.00
   0.65    1.55 -3.00 -3.00
   0.65    1.55 -2.50 -2.50
   0.65    1.55 -3.50 -3.50
   0.65    1.55 -0.50 -0.50
   0.65    1.55 -1.00 -1.00
   0.65    1.55 -1.50 -1.50
   0.65    1.55 -4.00 -4.00
   0.65    1.55 -2.00 -2.00
   0.65    1.55 -4.50 -4.50
   0.65    1.55 -5.00 -5.00
   0.69    1.58 -5.00 -4.50
   0.70    1.59 -4.50 -4.00
   0.71    1.60 -4.00 -3.50
   0.73    1.62 -3.50 -3.00
   0.75    1.63 -3.00 -2.50
   0.76    1.65 -5.00 -4.00
   0.76    1.65 -2.50 -2.00
   0.79    1.67 -4.50 -3.50
   0.82    1.69 -4.00 -3.00
   0.82    1.69 -2.00 -1.50
   0.86    1.72 -3.50 -2.50
   0.88    1.73 -5.00 -3.50
   0.94    1.76 -1.50 -1.00
   0.94    1.76 -4.50 -3.00
   0.94    1.76 -3.00 -2.00
   1.04    1.82 -4.00 -2.50
   1.10    1.84 -5.00 -3.00
   1.10    1.84 -2.50 -1.50
   1.17    1.88 -3.50 -2.00
   1.21    1.89 -4.50 -2.50
   1.45    1.96 -1.00 -0.50
   1.45    1.96 -4.00 -2.00
   1.45    1.96 -5.00 -2.50
   1.45    1.96 -3.00 -1.50
   1.45    1.96 -2.00 -1.00
   1.79    2.03 -4.50 -2.00
   1.84    2.03 -3.50 -1.50
   2.01    2.05 -5.00 -2.00
   2.01    2.05 -2.50 -1.00
   2.14    2.04 -4.00 -1.50
   2.43    2.01 -3.00 -1.00
   2.43    2.01 -4.50 -1.50
   2.43    2.01 -1.50 -0.50
   2.44    1.65  5.00  0.50
   2.57    1.63  4.50  0.50
   2.62    1.98 -5.00 -1.50
   2.67    1.59  4.00  0.50
   2.70    1.95 -3.50 -1.00
   2.78    1.55  3.50  0.50
   2.86    1.89 -4.00 -1.00
   2.86    1.89 -2.00 -0.50
   2.94    1.47  3.00  0.50
   3.02    1.83 -4.50 -1.00
   3.10    1.42  2.50  0.50
   3.10    1.42  5.00  1.00
   3.15    1.76 -2.50 -0.50
   3.15    1.76 -5.00 -1.00
   3.18    1.37  4.50  1.00
   3.25    1.36  4.00  1.00
   3.25    1.36  2.00  0.50
   3.33    1.34  3.50  1.00
   3.34    1.65 -3.00 -0.50
   3.37    1.32  5.00  1.50
   3.42    1.31  3.00  1.00
   3.42    1.31  1.50  0.50
   3.42    1.31  4.50  1.50
   3.47    1.57 -3.50 -0.50
   3.49    1.30  4.00  1.50
   3.51    1.53 -4.00 -0.50
   3.54    1.28  2.50  1.00
   3.54    1.28  5.00  2.00
   3.55    1.52 -4.50 -0.50
   3.57    1.27  3.50  1.50
   3.59    1.27  4.50  2.00
   3.59    1.50 -5.00 -0.50
   3.63    1.27  3.00  1.50
   3.63    1.27  5.00  2.50
   3.63    1.27  4.00  2.00
   3.63    1.27  2.00  1.00
   3.63    1.27  1.00  0.50
   3.65    1.26  4.50  2.50
   3.66    1.26  3.50  2.00
   3.69    1.24  2.50  1.50
   3.69    1.24  5.00  3.00
   3.71    1.23  4.00  2.50
   3.72    1.24  4.50  3.00
   3.72    1.24  3.00  2.00
   3.72    1.24  1.50  1.00
   3.75    1.23  5.00  3.50
   3.77    1.22  3.50  2.50
   3.78    1.21  2.00  1.50
   3.78    1.21  4.00  3.00
   3.79    1.21  4.50  3.50
   3.81    1.20  2.50  2.00
   3.81    1.20  5.00  4.00
   3.83    1.19  3.00  2.50
   3.85    1.17  3.50  3.00
   3.86    1.16  4.00  3.50
   3.87    1.16  4.50  4.00
   3.88    1.16  5.00  4.50
   3.93    1.28 -5.00  0.00
   3.93    1.28 -2.50  0.00
   3.93    1.28 -0.50  0.00
   3.93    1.28 -1.00  0.00
   3.93    1.28 -3.50  0.00
   3.93    1.28 -1.50  0.00
   3.93    1.28 -4.50  0.00
   3.93    1.28 -4.00  0.00
   3.93    1.28 -3.00  0.00
   3.93    1.28 -2.00  0.00
   3.93    1.10  1.50  1.50
   3.93    1.10  3.00  3.00
   3.93    1.10  2.00  2.00
   3.93    1.10  2.50  2.50
   3.93    1.10  4.00  4.00
   3.93    1.10  4.50  4.50
   3.93    1.10  3.50  3.50
   3.93    1.10  5.00  5.00
   3.93    1.10  0.50  0.50
   3.93    1.10  1.00  1.00
   3.99    1.07  4.50  5.00
   3.99    1.07  4.00  4.50
   4.01    1.07  3.50  4.00
   4.01    1.06  3.00  3.50
   4.03    1.05  2.50  3.00
   4.05    1.03  2.00  2.50
   4.05    1.03  4.00  5.00
   4.06    1.03  3.50  4.50
   4.08    1.01  1.50  2.00
   4.08    1.01  3.00  4.00
   4.10    1.00  2.50  3.50
   4.11    1.00  3.50  5.00
   4.12    0.99  2.00  3.00
   4.12    0.99  3.00  4.50
   4.12    0.99  1.00  1.50
   4.15    0.97  2.50  4.00
   4.16    0.96  3.00  5.00
   4.16    0.96  1.50  2.50
   4.18    0.96  2.00  3.50
   4.19    0.94  2.50  4.50
   4.22    0.92  2.50  5.00
   4.22    0.92  1.50  3.00
   4.22    0.92  1.00  2.00
   4.22    0.92  2.00  4.00
   4.22    0.92  0.50  1.00
   4.26    1.05 -5.00  0.50
   4.26    0.90  2.00  4.50
   4.27    0.90  1.50  3.50
   4.28    0.88  2.00  5.00
   4.28    0.88  1.00  2.50
   4.29    0.88  1.50  4.00
   4.31    1.00 -4.50  0.50
   4.32    0.85  0.50  1.50
   4.32    0.85  1.50  4.50
   4.32    0.85  1.00  3.00
   4.33    0.85  1.50  5.00
   4.34    0.84  1.00  3.50
   4.35    0.82  0.50  2.00
   4.35    0.82  1.00  4.00
   4.36    0.82  1.00  4.50
   4.37    0.81  1.00  5.00
   4.37    0.81  0.50  2.50
   4.37    0.92 -4.00  0.50
   4.38    0.80  0.50  3.00
   4.40    0.79  0.50  3.50
   4.41    0.79  0.50  4.00
   4.41    0.79  0.50  4.50
   4.42    0.78  0.50  5.00
   4.43    0.88 -3.50  0.50
   4.46    0.74  0.00  2.50
   4.46    0.74  0.00  3.00
   4.46    0.74  0.00  3.50
   4.46    0.74  0.00  4.00
   4.46    0.74  0.00  4.50
   4.46    0.74  0.00  5.00
   4.46    0.74  0.00  2.00
   4.46    0.74  0.00  1.50
   4.46    0.74  0.00  1.00
   4.46    0.74  0.00  0.50
   4.48    1.12  0.00  0.00
   4.49    0.71 -0.50  5.00
   4.49    0.71 -0.50  4.50
   4.49    0.71 -0.50  3.50
   4.50    0.71 -0.50  4.00
   4.50    0.80 -3.00  0.50
   4.50    0.70 -0.50  3.00
   4.51    0.70 -1.00  5.00
   4.51    0.70 -0.50  2.50
   4.51    0.69 -1.00  4.50
   4.53    0.69 -0.50  2.00
   4.53    0.69 -1.00  4.00
   4.53    0.68 -1.50  5.00
   4.53    0.68 -1.00  3.50
   4.54    0.67 -0.50  1.50
   4.54    0.67 -1.00  3.00
   4.54    0.67 -1.50  4.50
   4.55    0.67 -1.50  4.00
   4.55    0.66 -2.00  5.00
   4.55    0.66 -1.00  2.50
   4.56    0.66 -1.50  3.50
   4.56    0.66 -2.00  4.50
   4.56    0.72 -5.00  1.00
   4.56    0.72 -2.50  0.50
   4.57    0.65 -2.50  5.00
   4.57    0.65 -0.50  1.00
   4.57    0.65 -1.00  2.00
   4.57    0.65 -2.00  4.00
   4.57    0.65 -1.50  3.00
   4.59    0.62 -2.50  4.50
   4.59    0.62 -2.00  3.50
   4.60    0.61 -1.50  2.50
   4.60    0.61 -3.00  5.00
   4.60    0.61 -2.50  4.00
   4.60    0.65 -4.50  1.00
   4.61    0.61 -2.00  3.00
   4.61    0.61 -3.00  4.50
   4.61    0.61 -1.00  1.50
   4.61    0.60 -3.50  5.00
   4.61    0.59 -2.50  3.50
   4.62    0.59 -1.50  2.00
   4.62    0.59 -3.00  4.00
   4.62    0.63 -4.00  1.00
   4.62    0.63 -2.00  0.50
   4.62    0.59 -3.50  4.50
   4.62    0.59 -4.00  5.00
   4.62    0.59 -2.00  2.50
   4.63    0.58 -2.50  3.00
   4.64    0.56 -3.00  3.50
   4.64    0.59 -3.50  1.00
   4.65    0.55 -3.50  4.00
   4.65    0.55 -4.00  4.50
   4.65    0.57 -5.00  1.50
   4.65    0.54 -4.50  5.00
   4.67    0.53 -4.50  4.50
   4.67    0.53 -4.00  4.00
   4.67    0.53 -3.50  3.50
   4.67    0.53 -2.00  2.00
   4.67    0.53 -5.00  5.00
   4.67    0.53 -0.50  0.50
   4.67    0.53 -1.50  1.50
   4.67    0.53 -3.00  3.00
   4.67    0.53 -1.00  1.00
   4.67    0.53 -2.50  2.50
   4.67    0.56 -1.50  0.50
   4.67    0.56 -4.50  1.50
   4.67    0.56 -3.00  1.00
   4.67    0.52 -4.50  4.00
   4.67    0.52 -5.00  4.50
   4.67    0.52 -4.00  3.50
   4.67    0.52 -3.50  3.00
   4.67    0.52 -3.00  2.50
   4.68    0.54 -4.00  1.50
   4.68    0.51 -2.50  2.00
   4.68    0.51 -5.00  4.00
   4.68    0.51 -2.00  1.50
   4.68    0.51 -4.00  3.00
   4.68    0.53 -2.50  1.00
   4.68    0.53 -5.00  2.00
   4.68    0.51 -4.50  3.50
   4.69    0.52 -3.50  1.50
   4.69    0.52 -4.50  2.00
   4.69    0.50 -3.50  2.50
   4.70    0.50 -1.00  0.50
   4.70    0.50 -2.00  1.00
   4.70    0.50 -5.00  2.50
   4.70    0.50 -3.00  1.50
   4.70    0.50 -4.00  2.00
   4.70    0.50 -5.00  3.50
   4.70    0.49 -1.50  1.00
   4.70    0.49 -3.00  2.00
   4.70    0.49 -4.50  3.00
   4.71    0.49 -4.50  2.50
   4.71    0.49 -3.50  2.00
   4.71    0.48 -4.00  2.50
   4.71    0.48 -5.00  3.00
   4.71    0.48 -2.50  1.50
