   mean     std    e1    e2
   0.07    0.37 -0.50  5.00
   0.07    0.29  1.50  1.50
   0.07    0.34  1.00  3.00
   0.07    0.37  0.00  4.50
   0.07    0.32  1.50  2.00
   0.08    0.34  1.00  2.50
   0.08    0.35  0.50  3.00
   0.08    0.30  2.00  1.00
   0.08    0.37  0.00  4.00
   0.08    0.37 -0.50  4.50
   0.08    0.33  1.00  2.00
   0.08    0.37  0.00  3.50
   0.08    0.39 -1.00  5.00
   0.08    0.29  3.00  0.50
   0.08    0.38 -0.50  4.00
   0.08    0.36  0.00  3.00
   0.08    0.35  0.50  2.50
   0.08    0.32  1.00  1.50
   0.08    0.32  1.50  1.00
   0.08    0.40 -1.00  4.50
   0.09    0.36  0.50  2.00
   0.09    0.37  0.00  2.50
   0.09    0.39 -0.50  3.50
   0.09    0.43 -1.50  5.00
   0.09    0.30  2.50  0.50
   0.09    0.34  1.00  1.00
   0.09    0.41 -0.50  3.00
   0.09    0.43 -1.50  4.50
   0.09    0.42 -1.00  4.00
   0.10    0.43 -1.00  3.50
   0.10    0.45 -2.00  5.00
   0.10    0.36  0.50  1.50
   0.10    0.41 -0.50  2.50
   0.10    0.40  0.00  2.00
   0.10    0.32  2.00  0.50
   0.10    0.44 -1.50  4.00
   0.10    0.45 -1.50  3.50
   0.10    0.47 -2.00  4.50
   0.10    0.45 -1.00  3.00
   0.10    0.38  0.50  1.00
   0.10    0.41  0.00  1.50
   0.10    0.48 -2.50  5.00
   0.11    0.48 -2.00  4.00
   0.11    0.45 -1.00  2.50
   0.11    0.50 -2.50  4.50
   0.11    0.43 -0.50  2.00
   0.11    0.47 -1.50  3.00
   0.11    0.35  1.50  0.50
   0.11    0.52 -3.00  5.00
   0.11    0.50 -2.00  3.50
   0.12    0.44 -0.50  1.50
   0.12    0.53 -2.50  4.00
   0.12    0.47 -1.00  2.00
   0.12    0.52 -2.00  3.00
   0.12    0.50 -1.50  2.50
   0.12    0.53 -3.00  4.50
   0.12    0.55 -3.00  4.00
   0.12    0.54 -2.50  3.50
   0.13    0.55 -3.50  4.50
   0.13    0.44  0.00  1.00
   0.13    0.56 -3.50  5.00
   0.13    0.40  1.00  0.50
   0.13    0.52 -1.50  2.00
   0.13    0.56 -2.50  3.00
   0.13    0.55 -2.00  2.50
   0.13    0.49 -1.00  1.50
   0.13    0.57 -3.00  3.50
   0.14    0.60 -4.00  5.00
   0.14    0.59 -3.50  4.00
   0.14    0.61 -4.00  4.50
   0.14    0.61 -3.50  3.50
   0.14    0.59 -2.50  2.50
   0.14    0.56 -2.00  2.00
   0.14    0.48 -0.50  1.00
   0.14    0.63 -4.50  5.00
   0.14    0.62 -4.00  4.00
   0.15    0.60 -3.00  3.00
   0.15    0.64 -4.50  4.50
   0.15    0.53 -1.50  1.50
   0.15    0.44  0.50  0.50
   0.15    0.65 -5.00  5.00
   0.15    0.65 -4.50  4.00
   0.15    0.66 -5.00  4.50
   0.15    0.63 -3.50  3.00
   0.15    0.64 -4.00  3.50
   0.16    0.63 -3.00  2.50
   0.16    0.54 -1.00  1.00
   0.16    0.68 -5.00  4.00
   0.16    0.67 -4.50  3.50
   0.17    0.67 -4.00  3.00
   0.17    0.64 -2.50  2.00
   0.17    0.66 -3.50  2.50
   0.17    0.62 -2.00  1.50
   0.17    0.49  0.00  0.50
   0.18    0.72 -5.00  3.50
   0.18    0.66 -3.00  2.00
   0.18    0.59 -1.50  1.00
   0.18    0.72 -4.50  3.00
   0.19    0.69 -4.00  2.50
   0.19    0.66 -2.50  1.50
   0.19    0.69 -3.50  2.00
   0.20    0.75 -5.00  3.00
   0.20    0.55 -0.50  0.50
   0.20    0.75 -4.50  2.50
   0.21    0.69 -3.00  1.50
   0.21    0.73 -4.00  2.00
   0.21    0.66 -2.00  1.00
   0.21    0.78 -5.00  2.50
   0.22    0.73 -3.50  1.50
   0.23    0.78 -4.50  2.00
   0.23    0.72 -2.50  1.00
   0.24    0.81 -5.00  2.00
   0.24    0.64 -1.00  0.50
   0.24    0.77 -4.00  1.50
   0.25    0.77 -3.00  1.00
   0.26    0.84 -4.50  1.50
   0.27    0.68 -1.50  0.50
   0.27    0.81 -3.50  1.00
   0.27    0.87 -5.00  1.50
   0.30    0.76 -2.00  0.50
   0.30    0.86 -4.00  1.00
   0.32    0.89 -4.50  1.00
   0.32    0.81 -2.50  0.50
   0.34    0.95 -5.00  1.00
   0.35    0.88 -3.00  0.50
   0.37    0.92 -3.50  0.50
   0.39    0.97 -4.00  0.50
   0.42    1.01 -4.50  0.50
   0.44    1.06 -5.00  0.50
   0.50    0.66  0.50  0.00
   0.54    0.70  0.00  0.00
   0.58    0.66  1.00  0.00
   0.63    0.65  1.50  0.00
   0.65    0.82 -0.50  0.00
   0.67    0.65  2.00  0.00
   0.69    0.65  2.50  0.00
   0.72    0.65  3.00  0.00
   0.73    0.66  3.50  0.00
   0.73    0.66  4.00  0.00
   0.73    0.67  4.50  0.00
   0.75    0.68  5.00  0.00
   0.76    0.81 -1.00  0.00
   0.89    0.80 -1.50  0.00
   1.03    0.82 -2.00  0.00
   1.21    0.83 -2.50  0.00
   1.36    0.90 -3.00  0.00
   1.50    0.95 -3.50  0.00
   1.68    1.03 -4.00  0.00
   1.82    1.08 -4.50  0.00
   1.94    1.10 -5.00  0.00
