   mean     std    e1    e2
   3.14    1.68 -4.00 -1.50
   3.15    1.69 -1.50 -0.50
   3.15    1.69 -4.50 -1.50
   3.15    1.69 -3.00 -1.00
   3.15    1.55  4.50  2.50
   3.16    1.55  3.50  2.00
   3.17    1.70 -5.00 -1.50
   3.18    1.70 -3.50 -1.00
   3.20    1.54  2.50  1.50
   3.20    1.54  5.00  3.00
   3.24    1.52  4.00  2.50
   3.25    1.65 -2.00 -0.50
   3.25    1.65 -4.00 -1.00
   3.27    1.51  4.50  3.00
   3.27    1.51  1.50  1.00
   3.27    1.51  3.00  2.00
   3.28    1.52  3.50  2.50
   3.28    1.52  5.00  3.50
   3.29    1.64 -4.50 -1.00
   3.30    1.48  4.00  3.00
   3.30    1.48  2.00  1.50
   3.33    1.63 -5.00 -1.00
   3.33    1.63 -2.50 -0.50
   3.33    1.44  4.50  3.50
   3.36    1.43  2.50  2.00
   3.36    1.43  5.00  4.00
   3.37    1.60 -3.00 -0.50
   3.39    1.43  3.00  2.50
   3.43    1.42  4.00  3.50
   3.43    1.42  3.50  3.00
   3.44    1.57 -3.50 -0.50
   3.44    1.58 -4.00 -0.50
   3.44    1.40  4.50  4.00
   3.46    1.40  5.00  4.50
   3.48    1.41  2.50  2.50
   3.48    1.41  5.00  5.00
   3.48    1.41  3.00  3.00
   3.48    1.41  3.50  3.50
   3.48    1.41  2.00  2.00
   3.48    1.41  4.50  4.50
   3.48    1.41  4.00  4.00
   3.48    1.41  1.50  1.50
   3.48    1.41  0.50  0.50
   3.48    1.41  1.00  1.00
   3.50    1.54 -4.50 -0.50
   3.55    1.53 -5.00 -0.50
   3.55    1.36  4.00  4.50
   3.55    1.36  4.50  5.00
   3.56    1.36  3.50  4.00
   3.57    1.36  2.50  3.00
   3.57    1.35  3.00  3.50
   3.63    1.32  2.00  2.50
   3.63    1.32  4.00  5.00
   3.64    1.32  3.50  4.50
   3.65    1.31  3.00  4.00
   3.65    1.31  1.50  2.00
   3.66    1.31  2.50  3.50
   3.66    1.31  3.50  5.00
   3.71    1.29  3.00  4.50
   3.71    1.29  1.00  1.50
   3.71    1.29  2.00  3.00
   3.79    1.26  2.50  4.00
   3.80    1.27  3.00  5.00
   3.80    1.27  1.50  2.50
   3.83    1.37 -3.50  0.00
   3.83    1.37 -1.00  0.00
   3.83    1.37 -1.50  0.00
   3.83    1.37 -2.00  0.00
   3.83    1.37 -2.50  0.00
   3.83    1.37 -3.00  0.00
   3.83    1.37 -4.00  0.00
   3.83    1.37 -4.50  0.00
   3.83    1.37 -5.00  0.00
   3.83    1.37 -0.50  0.00
   3.83    1.24  2.00  3.50
   3.83    1.23  2.50  4.50
   3.89    1.20  1.00  2.00
   3.89    1.20  2.00  4.00
   3.89    1.20  1.50  3.00
   3.89    1.20  2.50  5.00
   3.89    1.20  0.50  1.00
   3.98    1.15  2.00  4.50
   3.99    1.15  1.50  3.50
   3.99    1.14  1.00  2.50
   3.99    1.14  2.00  5.00
   4.03    1.13  1.50  4.00
   4.05    1.12  1.00  3.00
   4.05    1.12  0.50  1.50
   4.05    1.12  1.50  4.50
   4.07    1.09  1.50  5.00
   4.09    1.09  1.00  3.50
   4.09    1.07  0.50  2.00
   4.09    1.07  1.00  4.00
   4.10    1.11 -5.00  0.50
   4.11    1.07  1.00  4.50
   4.12    1.07 -4.50  0.50
   4.13    1.06  1.00  5.00
   4.13    1.06  0.50  2.50
   4.14    1.04  0.50  3.00
   4.14    1.03  0.50  4.00
   4.15    1.03  0.50  3.50
   4.16    1.06 -4.00  0.50
   4.16    1.01  0.50  4.50
   4.18    1.00  0.50  5.00
   4.19    1.06 -3.50  0.50
   4.22    1.03 -3.00  0.50
   4.24    1.00 -2.50  0.50
   4.24    1.00 -5.00  1.00
   4.25    0.95  0.00  2.50
   4.25    0.95  0.00  2.00
   4.25    0.95  0.00  4.50
   4.25    0.95  0.00  1.00
   4.25    0.95  0.00  3.00
   4.25    0.95  0.00  5.00
   4.25    0.95  0.00  0.50
   4.25    0.95  0.00  1.50
   4.25    0.95  0.00  3.50
   4.25    0.95  0.00  4.00
   4.25    0.99 -4.50  1.00
   4.32    0.91 -1.00  4.50
   4.32    0.93 -4.00  1.00
   4.32    0.93 -2.00  0.50
   4.32    0.91 -0.50  2.00
   4.32    0.91 -1.00  4.00
   4.33    0.91 -0.50  5.00
   4.33    0.91 -0.50  4.50
   4.33    0.92 -1.00  3.50
   4.33    0.90 -0.50  2.50
   4.33    0.90 -1.00  5.00
   4.33    0.90 -0.50  4.00
   4.33    0.90 -0.50  3.00
   4.34    0.91 -1.00  3.00
   4.34    0.91 -0.50  1.50
   4.34    0.91 -1.50  4.50
   4.34    0.90 -0.50  3.50
   4.34    0.89 -5.00  1.50
   4.34    0.89 -3.50  1.00
   4.34    0.90 -2.00  4.50
   4.35    0.90 -1.50  5.00
   4.35    0.90 -1.50  3.50
   4.35    0.89 -2.00  5.00
   4.35    0.89 -1.00  2.50
   4.36    0.89 -1.50  4.00
   4.37    0.86 -1.50  0.50
   4.37    0.86 -3.00  1.00
   4.37    0.86 -4.50  1.50
   4.39    0.84 -1.00  2.00
   4.39    0.84 -1.50  3.00
   4.39    0.84 -2.00  4.00
   4.39    0.84 -0.50  1.00
   4.39    0.84 -2.50  5.00
   4.41    0.85 -4.00  1.50
   4.41    0.82 -2.00  3.50
   4.41    0.82 -2.50  4.50
   4.41    0.81 -1.50  2.50
   4.41    0.81 -3.00  5.00
   4.42    0.81 -2.50  4.00
   4.44    0.80 -2.50  1.00
   4.44    0.80 -5.00  2.00
   4.46    0.78 -1.00  1.50
   4.46    0.78 -3.00  4.50
   4.46    0.78 -2.00  3.00
   4.46    0.76 -3.50  1.50
   4.47    0.76 -3.00  1.50
   4.47    0.76 -4.00  2.00
   4.47    0.76 -1.00  0.50
   4.47    0.76 -2.00  1.00
   4.47    0.76 -5.00  2.50
   4.47    0.75 -4.50  2.00
   4.47    0.75 -4.50  2.50
   4.47    0.77 -3.50  5.00
   4.48    1.13  0.00  0.00
   4.48    0.75 -2.50  3.50
   4.48    0.72 -3.50  2.00
   4.48    0.75 -1.50  2.00
   4.48    0.75 -3.00  4.00
   4.48    0.71 -5.00  3.00
   4.48    0.71 -2.50  1.50
   4.49    0.75 -3.50  4.50
   4.49    0.71 -4.00  2.50
   4.49    0.69 -5.00  4.50
   4.49    0.75 -4.00  5.00
   4.49    0.75 -2.00  2.50
   4.49    0.71 -3.00  2.00
   4.49    0.71 -4.50  3.00
   4.49    0.71 -1.50  1.00
   4.49    0.71 -3.00  3.50
   4.49    0.71 -4.00  4.50
   4.49    0.71 -4.50  5.00
   4.49    0.71 -3.50  4.00
   4.49    0.69 -4.50  4.00
   4.50    0.72 -3.00  3.00
   4.50    0.72 -1.50  1.50
   4.50    0.72 -2.00  2.00
   4.50    0.72 -0.50  0.50
   4.50    0.72 -2.50  2.50
   4.50    0.72 -1.00  1.00
   4.50    0.72 -5.00  5.00
   4.50    0.72 -3.50  3.50
   4.50    0.72 -4.00  4.00
   4.50    0.72 -4.50  4.50
   4.50    0.71 -2.50  3.00
   4.50    0.69 -4.00  3.50
   4.50    0.71 -5.00  3.50
   4.51    0.68 -3.50  3.00
   4.51    0.69 -3.50  2.50
   4.51    0.69 -4.00  3.00
   4.51    0.69 -2.00  1.50
   4.52    0.68 -3.00  2.50
   4.52    0.68 -5.00  4.00
   4.52    0.68 -2.50  2.00
   4.52    0.68 -4.50  3.50
