IMU,1.78098,-0.298773,-1.38979,1.3537,0.0621195,0.197906,0.639026
IMU,1.77021,-0.314624,-1.40654,1.35312,0.0617839,0.198658,0.639909
IMU,1.80012,-0.321503,-1.41491,1.35257,0.0611675,0.199262,0.640999
IMU,1.84408,-0.316718,-1.39069,1.35213,0.0604042,0.199791,0.641949
IMU,1.88356,-0.302661,-1.33446,1.3517,0.0595991,0.200198,0.642713
IMU,1.90838,-0.288605,-1.30814,1.35147,0.0588026,0.200439,0.643226
IMU,1.87877,-0.313428,-1.2899,1.35151,0.0576802,0.200223,0.643394
IMU,1.83571,-0.330176,-1.24145,1.3518,0.0562856,0.199416,0.643152
IMU,1.79563,-0.34812,-1.20436,1.35217,0.0551782,0.19786,0.642837
IMU,1.72714,-0.382214,-1.16997,1.35258,0.0544666,0.196068,0.642679
IMU,1.66165,-0.417505,-1.12421,1.35295,0.0542499,0.194461,0.642425
IMU,1.64729,-0.456683,-1.07666,1.35317,0.0544333,0.193031,0.642323
IMU,1.66194,-0.492572,-1.05423,1.35339,0.0550867,0.191517,0.642262
IMU,1.66852,-0.516199,-1.07098,1.35354,0.0562814,0.190292,0.642206
IMU,1.66434,-0.534143,-1.10477,1.35364,0.0577641,0.189253,0.642145
IMU,1.67062,-0.544611,-1.14455,1.3536,0.0592321,0.188847,0.642123
IMU,1.68497,-0.551788,-1.19001,1.35356,0.0605829,0.188896,0.642104
IMU,1.70142,-0.564948,-1.25341,1.35349,0.0616838,0.189554,0.642063
IMU,1.71518,-0.574817,-1.32549,1.35341,0.0625274,0.190782,0.641798
IMU,1.71787,-0.593359,-1.36975,1.35327,0.0631257,0.192603,0.641426
IMU,1.71787,-0.618182,-1.3551,1.35321,0.0632231,0.194705,0.64094
IMU,1.69095,-0.634332,-1.3222,1.35324,0.0630553,0.196684,0.640325
IMU,1.66733,-0.638519,-1.29349,1.35331,0.0628207,0.198272,0.639662
IMU,1.65058,-0.640015,-1.2585,1.35345,0.0624452,0.199318,0.639069
IMU,1.62516,-0.640314,-1.24354,1.35367,0.0619289,0.199822,0.638546
IMU,1.60303,-0.622968,-1.24623,1.35393,0.0615035,0.200052,0.637863
IMU,1.58598,-0.591565,-1.26149,1.35424,0.0611715,0.200062,0.637306
IMU,1.57252,-0.560461,-1.28152,1.35447,0.0608908,0.20016,0.636767
IMU,1.57701,-0.53504,-1.29498,1.35467,0.0606913,0.200447,0.636313
IMU,1.58927,-0.514105,-1.29678,1.35475,0.0606243,0.20101,0.635963
IMU,1.59764,-0.501843,-1.28152,1.35477,0.0605895,0.201881,0.635677
IMU,1.60482,-0.504535,-1.25939,1.35471,0.0605568,0.202959,0.635387
IMU,1.6111,-0.506329,-1.24594,1.35465,0.0604011,0.204004,0.635194
IMU,1.60811,-0.502142,-1.24893,1.35452,0.0601245,0.205224,0.635092
IMU,1.6108,-0.491675,-1.26717,1.35441,0.0597595,0.206495,0.63507
IMU,1.62875,-0.477618,-1.27913,1.35417,0.0594576,0.207875,0.635184
IMU,1.64879,-0.452496,-1.26448,1.35384,0.059103,0.209093,0.635366
IMU,1.6766,-0.422888,-1.21722,1.35362,0.0588993,0.210236,0.635523
IMU,1.71757,-0.393878,-1.13976,1.35347,0.0589193,0.210952,0.635546
IMU,1.75466,-0.370551,-1.05991,1.35348,0.0590232,0.211203,0.635496
IMU,1.78068,-0.355298,-0.979163,1.35356,0.0593365,0.211229,0.635275
IMU,1.8046,-0.345428,-0.912769,1.35369,0.0596523,0.211031,0.634973
IMU,1.82404,-0.337653,-0.843384,1.35387,0.0598187,0.210982,0.63461
IMU,1.85156,-0.32868,-0.761438,1.35409,0.0597173,0.211032,0.634199
IMU,1.88685,-0.319409,-0.675903,1.35421,0.0593767,0.211207,0.633893
IMU,1.9326,-0.307147,-0.576013,1.3543,0.0587311,0.211621,0.633634
IMU,1.97836,-0.305652,-0.49317,1.35442,0.058168,0.212451,0.633086
IMU,2.00588,-0.300269,-0.421991,1.35464,0.0577615,0.213694,0.632421
IMU,2.04356,-0.269464,-0.374438,1.35472,0.0573128,0.215247,0.631647
IMU,2.10607,-0.233875,-0.349915,1.35466,0.0568652,0.216779,0.631245
IMU,2.17455,-0.197388,-0.330176,1.35446,0.05631,0.218056,0.631349
IMU,2.24274,-0.158807,-0.310736,1.35417,0.0556006,0.218974,0.631855
IMU,2.31153,-0.128003,-0.302661,1.3537,0.0548204,0.219651,0.632481
IMU,2.37314,-0.0957031,-0.316718,1.35335,0.0541564,0.220169,0.633098
IMU,2.41321,-0.0735718,-0.340643,1.35306,0.0535642,0.220632,0.633601
IMU,2.42129,-0.0457581,-0.369055,1.35282,0.0529948,0.221157,0.63397
IMU,2.43176,-0.0128601,-0.400159,1.3526,0.0524398,0.22148,0.634376
IMU,2.4503,0.0266174,-0.430365,1.35239,0.0517558,0.221282,0.63497
IMU,2.46136,0.0708801,-0.451898,1.35217,0.0512107,0.220465,0.6358
IMU,2.47602,0.13219,-0.455487,1.35181,0.0507982,0.218971,0.637037
IMU,2.48798,0.213538,-0.462366,1.35143,0.0504087,0.216861,0.638808
IMU,2.51221,0.289801,-0.491974,1.35075,0.0502544,0.214252,0.641022
IMU,2.57262,0.3547,-0.573621,1.35001,0.0501885,0.211868,0.643523
