IMU,-1.13797,3.90499,-2.578,0.427614,-0.0654419,-0.567393,-1.33228
IMU,-1.15382,3.92861,-2.57352,0.428394,-0.0650278,-0.567462,-1.33205
IMU,-1.16848,3.95583,-2.57711,0.429061,-0.0647298,-0.567374,-1.33182
IMU,-1.17565,3.97497,-2.59415,0.429483,-0.0644587,-0.567477,-1.33166
IMU,-1.17805,3.9962,-2.60073,0.429748,-0.0643684,-0.567606,-1.33153
IMU,-1.17117,4.00129,-2.60313,0.429874,-0.0643752,-0.567796,-1.33145
IMU,-1.15143,3.98783,-2.61628,0.429848,-0.0645283,-0.567929,-1.33142
IMU,-1.14335,3.98663,-2.62735,0.429928,-0.0647517,-0.567932,-1.33136
IMU,-1.13378,3.98484,-2.6435,0.43,-0.0648173,-0.567818,-1.33142
IMU,-1.12242,3.98514,-2.66772,0.430051,-0.0647382,-0.567836,-1.33133
IMU,-1.11554,3.99411,-2.69225,0.430219,-0.0645083,-0.567928,-1.33127
IMU,-1.11105,3.98932,-2.72006,0.430311,-0.0642474,-0.568218,-1.33113
IMU,-1.11135,3.98334,-2.74728,0.430373,-0.0639472,-0.56844,-1.3311
IMU,-1.10866,3.98394,-2.76851,0.430334,-0.0637141,-0.568623,-1.33103
IMU,-1.09849,3.98065,-2.78406,0.430165,-0.0635088,-0.5687,-1.33104
IMU,-1.08683,3.9654,-2.79692,0.429845,-0.0634497,-0.568719,-1.3311
IMU,-1.0623,3.94297,-2.81128,0.429506,-0.0633022,-0.568789,-1.33124
IMU,-1.02941,3.93938,-2.81337,0.429165,-0.0631345,-0.568574,-1.33144
IMU,-1.00279,3.94895,-2.8041,0.428727,-0.0628271,-0.568321,-1.3317
IMU,-0.98006,3.95703,-2.78735,0.428383,-0.0626391,-0.56782,-1.33195
IMU,-0.957031,3.95583,-2.77479,0.428177,-0.0624449,-0.567261,-1.33237
IMU,-0.937292,3.95254,-2.76193,0.428116,-0.062291,-0.566471,-1.33269
IMU,-0.916656,3.96002,-2.75894,0.428101,-0.0619207,-0.565869,-1.33299
IMU,-0.908282,4.00547,-2.69644,0.428009,-0.0615193,-0.565465,-1.33321
IMU,-0.904694,4.0306,-2.64141,0.427802,-0.0615161,-0.565556,-1.33321
IMU,-0.88974,4.03748,-2.63243,0.427442,-0.0617141,-0.565959,-1.3332
IMU,-0.872095,4.04675,-2.65157,0.426879,-0.0621013,-0.566653,-1.33305
IMU,-0.846674,4.05093,-2.65756,0.426083,-0.0626383,-0.56757,-1.33287
IMU,-0.812579,4.04974,-2.65038,0.425244,-0.0634121,-0.568586,-1.33267
IMU,-0.78656,4.06349,-2.6758,0.424361,-0.0644025,-0.569414,-1.3325
IMU,-0.766821,4.08682,-2.71199,0.423516,-0.0656259,-0.570059,-1.3324
IMU,-0.751569,4.08922,-2.75057,0.422704,-0.0669449,-0.570691,-1.33242
IMU,-0.753064,4.07815,-2.78077,0.42207,-0.0681369,-0.571162,-1.33233
IMU,-0.756653,4.08174,-2.79064,0.421905,-0.0690493,-0.57147,-1.33225
IMU,-0.756354,4.09699,-2.78287,0.421957,-0.0696325,-0.571603,-1.33208
IMU,-0.756952,4.12331,-2.75954,0.422265,-0.0697407,-0.571466,-1.33204
IMU,-0.765326,4.15591,-2.74459,0.422818,-0.0696499,-0.571223,-1.332
IMU,-0.775195,4.17983,-2.74728,0.423511,-0.069462,-0.570919,-1.33193
IMU,-0.781177,4.17714,-2.75834,0.424023,-0.0691178,-0.570574,-1.33189
IMU,-0.784467,4.17086,-2.76941,0.424535,-0.0687737,-0.570228,-1.33185
IMU,-0.77998,4.16069,-2.78586,0.42484,-0.0686894,-0.56989,-1.33193
IMU,-0.768915,4.14514,-2.81098,0.425009,-0.0686677,-0.56953,-1.33207
IMU,-0.741998,4.1251,-2.83102,0.425079,-0.068713,-0.569131,-1.33218
IMU,-0.710596,4.11404,-2.83132,0.424962,-0.0688999,-0.56869,-1.33244
IMU,-0.679193,4.08413,-2.84089,0.42487,-0.0691608,-0.568401,-1.33257
IMU,-0.657361,4.05721,-2.85524,0.424868,-0.0695758,-0.567946,-1.33268
IMU,-0.637323,4.04525,-2.87947,0.424979,-0.0698745,-0.567649,-1.33281
IMU,-0.622668,4.04615,-2.89681,0.425162,-0.0699758,-0.567322,-1.33285
IMU,-0.615491,4.06499,-2.89203,0.425542,-0.0701496,-0.56707,-1.33286
IMU,-0.609808,4.09699,-2.86122,0.425927,-0.0702887,-0.566736,-1.33289
IMU,-0.610406,4.14664,-2.84178,0.426409,-0.0705675,-0.566438,-1.33286
IMU,-0.614294,4.1906,-2.83939,0.426854,-0.0710484,-0.566154,-1.33283
IMU,-0.618182,4.21393,-2.84149,0.427096,-0.0714914,-0.565878,-1.3328
IMU,-0.626556,4.2229,-2.83939,0.427354,-0.0721138,-0.565554,-1.33291
IMU,-0.630444,4.20795,-2.84956,0.427568,-0.0726897,-0.565125,-1.33291
IMU,-0.626556,4.1894,-2.85704,0.42792,-0.0729963,-0.56472,-1.33295
IMU,-0.618481,4.18342,-2.86721,0.428478,-0.0728708,-0.564394,-1.33293
IMU,-0.60592,4.18791,-2.87229,0.429137,-0.0724151,-0.564189,-1.33281
IMU,-0.589471,4.19,-2.8684,0.43012,-0.0715487,-0.56405,-1.33259
IMU,-0.582294,4.18611,-2.85405,0.431132,-0.0705494,-0.564065,-1.33234
IMU,-0.588275,4.17595,-2.83311,0.432245,-0.0696551,-0.564032,-1.33205
IMU,-0.608014,4.16548,-2.80649,0.433326,-0.0689283,-0.563931,-1.33176
IMU,-0.631342,4.16578,-2.7727,0.434347,-0.0682949,-0.563609,-1.3316
IMU,-0.653473,4.18821,-2.72545,0.435446,-0.0676925,-0.56309,-1.33152
IMU,-0.678894,4.21632,-2.67401,0.436553,-0.0670208,-0.562403,-1.33147
IMU,-0.69325,4.23397,-2.62227,0.437633,-0.0664819,-0.561563,-1.33144
IMU,-0.708203,4.24384,-2.58428,0.438791,-0.0659942,-0.560812,-1.33143
IMU,-0.729736,4.23606,-2.56155,0.439963,-0.0656296,-0.560093,-1.33133
IMU,-0.756653,4.2217,-2.55168,0.441353,-0.0652191,-0.559402,-1.3312
IMU,-0.785065,4.21064,-2.5469,0.442667,-0.0647776,-0.558908,-1.33101
IMU,-0.803906,4.19479,-2.54211,0.444009,-0.0642033,-0.558567,-1.33078
IMU,-0.810187,4.17296,-2.53524,0.445315,-0.063568,-0.558323,-1.33042
IMU,-0.819458,4.14365,-2.52088,0.446618,-0.0627607,-0.558165,-1.33014
IMU,-0.837103,4.12989,-2.49995,0.447969,-0.0619089,-0.558109,-1.32974
IMU,-0.865216,4.14813,-2.46765,0.449374,-0.0612065,-0.557905,-1.32941
IMU,-0.891833,4.17684,-2.40544,0.450753,-0.060809,-0.557461,-1.32903
IMU,-0.948358,4.20466,-2.34832,0.452176,-0.0608933,-0.556954,-1.32881
